Frame No,timestamp,Classifier1,Classifier2
212.0,7.066666666666666,0.0,4.0
213.0,7.1,0.0,4.0
214.0,7.133333333333333,0.0,4.0
215.0,7.166666666666667,0.0,4.0
216.0,7.2,0.0,4.0
217.0,7.233333333333333,0.0,4.0
218.0,7.266666666666667,0.0,4.0
219.0,7.3,0.0,4.0
220.0,7.333333333333333,0.0,4.0
221.0,7.366666666666666,0.0,4.0
222.0,7.3999999999999995,0.0,4.0
223.0,7.433333333333334,0.0,4.0
224.0,7.466666666666667,0.0,4.0
225.0,7.5,0.0,4.0
226.0,7.533333333333333,0.0,4.0
227.0,7.566666666666666,0.0,4.0
228.0,7.6,0.0,4.0
229.0,7.633333333333333,0.0,4.0
230.0,7.666666666666667,0.0,4.0
231.0,7.7,0.0,4.0
232.0,7.733333333333333,0.0,4.0
233.0,7.766666666666667,0.0,4.0
234.0,7.8,0.0,4.0
235.0,7.833333333333333,0.0,4.0
236.0,7.866666666666666,0.0,4.0
237.0,7.8999999999999995,0.0,4.0
238.0,7.933333333333334,0.0,4.0
239.0,7.966666666666667,0.0,4.0
240.0,8.0,0.0,4.0
241.0,8.033333333333333,0.0,4.0
242.0,8.066666666666666,0.0,4.0
243.0,8.1,0.0,4.0
244.0,8.133333333333333,0.0,4.0
245.0,8.166666666666666,0.0,4.0
246.0,8.2,0.0,4.0
247.0,8.233333333333333,0.0,4.0
248.0,8.266666666666666,0.0,4.0
249.0,8.3,0.0,4.0
250.0,8.333333333333334,0.0,4.0
251.0,8.366666666666667,0.0,4.0
252.0,8.4,0.0,4.0
253.0,8.433333333333334,0.0,4.0
254.0,8.466666666666667,0.0,4.0
255.0,8.5,0.0,4.0
256.0,8.533333333333333,0.0,4.0
257.0,8.566666666666666,0.0,4.0
258.0,8.6,0.0,4.0
259.0,8.633333333333333,0.0,4.0
260.0,8.666666666666666,0.0,4.0
261.0,8.7,0.0,4.0
262.0,8.733333333333333,0.0,4.0
263.0,8.766666666666666,0.0,4.0
264.0,8.8,0.0,4.0
265.0,8.833333333333334,0.0,4.0
266.0,8.866666666666667,0.0,4.0
267.0,8.9,0.0,4.0
268.0,8.933333333333334,0.0,4.0
269.0,8.966666666666667,0.0,4.0
270.0,9.0,0.0,4.0
271.0,9.033333333333333,0.0,4.0
272.0,9.066666666666666,0.0,4.0
273.0,9.1,0.0,4.0
274.0,9.133333333333333,0.0,4.0
275.0,9.166666666666666,0.0,4.0
276.0,9.2,0.0,4.0
277.0,9.233333333333333,0.0,4.0
278.0,9.266666666666666,0.0,4.0
279.0,9.3,0.0,4.0
280.0,9.333333333333334,0.0,4.0
281.0,9.366666666666667,0.0,4.0
282.0,9.4,0.0,4.0
283.0,9.433333333333334,0.0,4.0
284.0,9.466666666666667,0.0,4.0
285.0,9.5,0.0,4.0
286.0,9.533333333333333,0.0,4.0
287.0,9.566666666666666,0.0,4.0
288.0,9.6,0.0,4.0
289.0,9.633333333333333,0.0,4.0
290.0,9.666666666666666,0.0,4.0
291.0,9.7,0.0,4.0
292.0,9.733333333333333,0.0,4.0
293.0,9.766666666666666,0.0,4.0
294.0,9.8,0.0,4.0
295.0,9.833333333333334,0.0,4.0
296.0,9.866666666666667,0.0,4.0
297.0,9.9,0.0,4.0
298.0,9.933333333333334,0.0,4.0
299.0,9.966666666666667,0.0,4.0
300.0,10.0,0.0,4.0
301.0,10.033333333333333,0.0,4.0
302.0,10.066666666666666,0.0,4.0
303.0,10.1,0.0,4.0
304.0,10.133333333333333,0.0,4.0
305.0,10.166666666666666,0.0,4.0
306.0,10.2,0.0,4.0
307.0,10.233333333333333,0.0,4.0
308.0,10.266666666666666,0.0,4.0
309.0,10.3,0.0,4.0
310.0,10.333333333333334,0.0,4.0
311.0,10.366666666666667,0.0,4.0
425.0,14.166666666666666,0.0,7.0
426.0,14.2,0.0,7.0
429.0,14.299999999999999,0.0,7.0
430.0,14.333333333333334,0.0,7.0
431.0,14.366666666666667,0.0,7.0
614.0,20.466666666666665,0.0,4.0
615.0,20.5,0.0,4.0
616.0,20.53333333333333,0.0,4.0
617.0,20.566666666666666,0.0,4.0
618.0,20.6,0.0,4.0
619.0,20.633333333333333,0.0,4.0
620.0,20.666666666666668,0.0,4.0
621.0,20.7,0.0,4.0
622.0,20.733333333333334,0.0,4.0
623.0,20.766666666666666,0.0,4.0
624.0,20.8,0.0,4.0
625.0,20.833333333333332,0.0,4.0
626.0,20.866666666666667,0.0,4.0
627.0,20.9,0.0,4.0
628.0,20.933333333333334,0.0,4.0
629.0,20.966666666666665,0.0,4.0
630.0,21.0,0.0,4.0
631.0,21.03333333333333,0.0,4.0
632.0,21.066666666666666,0.0,4.0
633.0,21.1,0.0,4.0
634.0,21.133333333333333,0.0,4.0
635.0,21.166666666666668,0.0,4.0
636.0,21.2,0.0,4.0
637.0,21.233333333333334,0.0,4.0
638.0,21.266666666666666,0.0,4.0
639.0,21.3,0.0,4.0
640.0,21.333333333333332,0.0,4.0
641.0,21.366666666666667,0.0,4.0
642.0,21.4,0.0,4.0
643.0,21.433333333333334,0.0,4.0
644.0,21.466666666666665,0.0,4.0
645.0,21.5,0.0,4.0
646.0,21.53333333333333,0.0,4.0
647.0,21.566666666666666,0.0,4.0
648.0,21.6,0.0,4.0
649.0,21.633333333333333,0.0,4.0
650.0,21.666666666666668,0.0,4.0
651.0,21.7,0.0,4.0
652.0,21.733333333333334,0.0,4.0
653.0,21.766666666666666,0.0,4.0
654.0,21.8,0.0,4.0
655.0,21.833333333333332,0.0,4.0
656.0,21.866666666666667,0.0,4.0
657.0,21.9,0.0,4.0
658.0,21.933333333333334,0.0,3.0
659.0,21.966666666666665,0.0,3.0
660.0,22.0,0.0,4.0
661.0,22.03333333333333,0.0,4.0
662.0,22.066666666666666,0.0,4.0
663.0,22.1,0.0,4.0
664.0,22.133333333333333,0.0,3.0
665.0,22.166666666666668,0.0,3.0
666.0,22.2,0.0,3.0
667.0,22.233333333333334,0.0,4.0
668.0,22.266666666666666,0.0,4.0
669.0,22.3,0.0,4.0
670.0,22.333333333333332,0.0,4.0
671.0,22.366666666666667,0.0,4.0
672.0,22.4,0.0,4.0
673.0,22.433333333333334,0.0,4.0
674.0,22.466666666666665,0.0,4.0
675.0,22.5,0.0,4.0
676.0,22.53333333333333,0.0,3.0
677.0,22.566666666666666,0.0,3.0
678.0,22.6,0.0,3.0
679.0,22.633333333333333,0.0,3.0
680.0,22.666666666666668,0.0,3.0
681.0,22.7,0.0,3.0
682.0,22.733333333333334,0.0,3.0
683.0,22.766666666666666,0.0,3.0
684.0,22.8,0.0,4.0
685.0,22.833333333333332,0.0,4.0
686.0,22.866666666666667,0.0,4.0
687.0,22.9,0.0,4.0
688.0,22.933333333333334,0.0,4.0
689.0,22.966666666666665,0.0,4.0
690.0,23.0,0.0,4.0
691.0,23.03333333333333,0.0,4.0
692.0,23.066666666666666,0.0,4.0
693.0,23.1,0.0,4.0
694.0,23.133333333333333,0.0,4.0
695.0,23.166666666666668,0.0,4.0
696.0,23.2,0.0,4.0
697.0,23.233333333333334,0.0,4.0
698.0,23.266666666666666,0.0,4.0
699.0,23.3,0.0,4.0
700.0,23.333333333333332,0.0,4.0
701.0,23.366666666666667,0.0,4.0
702.0,23.4,0.0,4.0
703.0,23.433333333333334,0.0,4.0
704.0,23.466666666666665,0.0,4.0
705.0,23.5,0.0,4.0
706.0,23.53333333333333,0.0,4.0
707.0,23.566666666666666,0.0,4.0
709.0,23.633333333333333,0.0,4.0
710.0,23.666666666666668,0.0,4.0
711.0,23.7,0.0,4.0
712.0,23.733333333333334,0.0,4.0
713.0,23.766666666666666,0.0,4.0
716.0,23.866666666666667,0.0,4.0
717.0,23.9,0.0,4.0
718.0,23.933333333333334,0.0,4.0
728.0,24.266666666666666,0.0,4.0
865.0,28.833333333333332,0.0,2.0
887.0,29.566666666666666,0.0,2.0
888.0,29.599999999999998,0.0,2.0
893.0,29.766666666666666,0.0,2.0
894.0,29.8,0.0,2.0
895.0,29.833333333333332,0.0,2.0
896.0,29.866666666666667,0.0,2.0
897.0,29.9,0.0,2.0
898.0,29.933333333333334,0.0,2.0
899.0,29.966666666666665,0.0,2.0
900.0,30.0,0.0,2.0
901.0,30.03333333333333,0.0,2.0
902.0,30.066666666666666,0.0,2.0
903.0,30.099999999999998,0.0,2.0
904.0,30.133333333333333,0.0,2.0
905.0,30.166666666666668,0.0,2.0
906.0,30.2,0.0,2.0
907.0,30.233333333333334,0.0,2.0
908.0,30.266666666666666,0.0,2.0
909.0,30.3,0.0,2.0
910.0,30.333333333333332,0.0,2.0
911.0,30.366666666666667,0.0,2.0
912.0,30.4,0.0,2.0
913.0,30.433333333333334,0.0,2.0
914.0,30.466666666666665,0.0,2.0
915.0,30.5,0.0,2.0
916.0,30.53333333333333,0.0,2.0
917.0,30.566666666666666,0.0,2.0
918.0,30.599999999999998,0.0,2.0
919.0,30.633333333333333,0.0,2.0
920.0,30.666666666666668,0.0,2.0
921.0,30.7,0.0,2.0
922.0,30.733333333333334,0.0,2.0
923.0,30.766666666666666,0.0,2.0
924.0,30.8,0.0,2.0
925.0,30.833333333333332,0.0,2.0
926.0,30.866666666666667,0.0,2.0
927.0,30.9,0.0,2.0
928.0,30.933333333333334,0.0,2.0
929.0,30.966666666666665,0.0,2.0
930.0,31.0,0.0,2.0
931.0,31.03333333333333,0.0,2.0
932.0,31.066666666666666,0.0,2.0
933.0,31.099999999999998,0.0,2.0
934.0,31.133333333333333,0.0,2.0
935.0,31.166666666666668,0.0,2.0
936.0,31.2,0.0,2.0
937.0,31.233333333333334,0.0,7.0
938.0,31.266666666666666,0.0,2.0
939.0,31.3,0.0,2.0
940.0,31.333333333333332,0.0,2.0
941.0,31.366666666666667,0.0,2.0
942.0,31.4,0.0,2.0
943.0,31.433333333333334,0.0,2.0
949.0,31.633333333333333,0.0,2.0
957.0,31.9,0.0,2.0
958.0,31.933333333333334,0.0,2.0
959.0,31.966666666666665,0.0,2.0
960.0,32.0,0.0,2.0
961.0,32.03333333333333,0.0,2.0
962.0,32.06666666666666,0.0,2.0
963.0,32.1,0.0,2.0
964.0,32.13333333333333,0.0,2.0
965.0,32.166666666666664,0.0,2.0
966.0,32.2,0.0,5.0
996.0,33.2,0.0,3.0
997.0,33.233333333333334,0.0,3.0
998.0,33.266666666666666,0.0,3.0
999.0,33.3,0.0,3.0
1000.0,33.333333333333336,0.0,3.0
1001.0,33.36666666666667,0.0,3.0
1002.0,33.4,0.0,3.0
1003.0,33.43333333333333,0.0,3.0
1004.0,33.46666666666667,0.0,3.0
1005.0,33.5,0.0,3.0
1006.0,33.53333333333333,0.0,3.0
1007.0,33.56666666666666,0.0,3.0
1008.0,33.6,0.0,3.0
1009.0,33.63333333333333,0.0,3.0
1010.0,33.666666666666664,0.0,3.0
1011.0,33.7,0.0,3.0
1012.0,33.733333333333334,0.0,3.0
1013.0,33.766666666666666,0.0,3.0
1014.0,33.8,0.0,3.0
1015.0,33.833333333333336,0.0,3.0
1016.0,33.86666666666667,0.0,3.0
1017.0,33.9,0.0,3.0
1018.0,33.93333333333333,0.0,3.0
1019.0,33.96666666666667,0.0,3.0
1020.0,34.0,0.0,3.0
1021.0,34.03333333333333,0.0,3.0
1022.0,34.06666666666666,0.0,3.0
1023.0,34.1,0.0,3.0
1024.0,34.13333333333333,0.0,3.0
1025.0,34.166666666666664,0.0,3.0
1026.0,34.2,0.0,3.0
1027.0,34.233333333333334,0.0,3.0
1028.0,34.266666666666666,0.0,3.0
1029.0,34.3,0.0,3.0
1030.0,34.333333333333336,0.0,3.0
1031.0,34.36666666666667,0.0,3.0
1032.0,34.4,0.0,3.0
1033.0,34.43333333333333,0.0,3.0
1034.0,34.46666666666667,0.0,3.0
1035.0,34.5,0.0,3.0
1036.0,34.53333333333333,0.0,3.0
1037.0,34.56666666666666,0.0,3.0
1038.0,34.6,0.0,3.0
1039.0,34.63333333333333,0.0,3.0
1040.0,34.666666666666664,0.0,3.0
1041.0,34.7,0.0,3.0
1042.0,34.733333333333334,0.0,3.0
1043.0,34.766666666666666,0.0,3.0
1044.0,34.8,0.0,3.0
1045.0,34.833333333333336,0.0,3.0
1046.0,34.86666666666667,0.0,3.0
1047.0,34.9,0.0,3.0
1048.0,34.93333333333333,0.0,3.0
1049.0,34.96666666666667,0.0,3.0
1050.0,35.0,0.0,3.0
1051.0,35.03333333333333,0.0,3.0
1052.0,35.06666666666666,0.0,3.0
1053.0,35.1,0.0,3.0
1054.0,35.13333333333333,0.0,3.0
1055.0,35.166666666666664,0.0,3.0
1056.0,35.2,0.0,3.0
1057.0,35.233333333333334,0.0,3.0
1058.0,35.266666666666666,0.0,3.0
1059.0,35.3,0.0,3.0
1060.0,35.333333333333336,0.0,3.0
1061.0,35.36666666666667,0.0,3.0
1062.0,35.4,0.0,3.0
1063.0,35.43333333333333,0.0,3.0
1064.0,35.46666666666667,0.0,3.0
1065.0,35.5,0.0,3.0
1066.0,35.53333333333333,0.0,3.0
1067.0,35.56666666666666,0.0,3.0
1068.0,35.6,0.0,3.0
1069.0,35.63333333333333,0.0,3.0
1070.0,35.666666666666664,0.0,3.0
1071.0,35.7,0.0,3.0
1072.0,35.733333333333334,0.0,3.0
1073.0,35.766666666666666,0.0,3.0
1074.0,35.8,0.0,3.0
1075.0,35.833333333333336,0.0,3.0
1076.0,35.86666666666667,0.0,3.0
1077.0,35.9,0.0,3.0
1078.0,35.93333333333333,0.0,3.0
1079.0,35.96666666666667,0.0,3.0
1080.0,36.0,0.0,3.0
1081.0,36.03333333333333,0.0,3.0
1082.0,36.06666666666666,0.0,3.0
1083.0,36.1,0.0,3.0
1084.0,36.13333333333333,0.0,3.0
1085.0,36.166666666666664,0.0,3.0
1086.0,36.2,0.0,3.0
1087.0,36.233333333333334,0.0,3.0
1088.0,36.266666666666666,0.0,3.0
1089.0,36.3,0.0,3.0
1090.0,36.333333333333336,0.0,3.0
1091.0,36.36666666666667,0.0,3.0
1092.0,36.4,0.0,3.0
1093.0,36.43333333333333,0.0,3.0
1094.0,36.46666666666667,0.0,3.0
1095.0,36.5,0.0,3.0
1096.0,36.53333333333333,0.0,3.0
1097.0,36.56666666666666,0.0,3.0
1098.0,36.6,0.0,3.0
1099.0,36.63333333333333,0.0,3.0
1100.0,36.666666666666664,0.0,3.0
1101.0,36.7,0.0,3.0
1102.0,36.733333333333334,0.0,3.0
1103.0,36.766666666666666,0.0,3.0
1104.0,36.8,0.0,3.0
1105.0,36.833333333333336,0.0,3.0
1106.0,36.86666666666667,0.0,3.0
1107.0,36.9,0.0,3.0
1113.0,37.1,0.0,3.0
1114.0,37.13333333333333,0.0,3.0
1115.0,37.166666666666664,0.0,3.0
1116.0,37.2,0.0,3.0
1117.0,37.233333333333334,0.0,3.0
1118.0,37.266666666666666,0.0,3.0
1119.0,37.3,0.0,3.0
1120.0,37.333333333333336,0.0,3.0
1121.0,37.36666666666667,0.0,3.0
1122.0,37.4,0.0,3.0
1123.0,37.43333333333333,0.0,3.0
1124.0,37.46666666666667,0.0,3.0
1125.0,37.5,0.0,3.0
1126.0,37.53333333333333,0.0,3.0
1127.0,37.56666666666666,0.0,3.0
1128.0,37.6,0.0,3.0
1129.0,37.63333333333333,0.0,3.0
1130.0,37.666666666666664,0.0,3.0
1131.0,37.7,0.0,3.0
1132.0,37.733333333333334,0.0,3.0
1133.0,37.766666666666666,0.0,3.0
1134.0,37.8,0.0,3.0
1135.0,37.833333333333336,0.0,3.0
1136.0,37.86666666666667,0.0,3.0
1137.0,37.9,0.0,3.0
1138.0,37.93333333333333,0.0,3.0
1139.0,37.96666666666667,0.0,3.0
1140.0,38.0,0.0,3.0
1141.0,38.03333333333333,0.0,3.0
1142.0,38.06666666666666,0.0,3.0
1143.0,38.1,0.0,3.0
1144.0,38.13333333333333,0.0,3.0
1145.0,38.166666666666664,0.0,3.0
1146.0,38.2,0.0,3.0
1147.0,38.233333333333334,0.0,3.0
1148.0,38.266666666666666,0.0,3.0
1149.0,38.3,0.0,3.0
1150.0,38.333333333333336,0.0,3.0
1151.0,38.36666666666667,0.0,3.0
1152.0,38.4,0.0,3.0
1153.0,38.43333333333333,0.0,3.0
1154.0,38.46666666666667,0.0,3.0
1155.0,38.5,0.0,3.0
1156.0,38.53333333333333,0.0,3.0
1157.0,38.56666666666666,0.0,3.0
1158.0,38.6,0.0,3.0
1159.0,38.63333333333333,0.0,3.0
1160.0,38.666666666666664,0.0,3.0
1161.0,38.7,0.0,3.0
1162.0,38.733333333333334,0.0,3.0
1163.0,38.766666666666666,0.0,3.0
1164.0,38.8,0.0,3.0
1165.0,38.833333333333336,0.0,3.0
1166.0,38.86666666666667,0.0,3.0
1167.0,38.9,0.0,3.0
1168.0,38.93333333333333,0.0,3.0
1169.0,38.96666666666667,0.0,3.0
1170.0,39.0,0.0,3.0
1171.0,39.03333333333333,0.0,3.0
1172.0,39.06666666666666,0.0,3.0
1173.0,39.1,0.0,3.0
1176.0,39.2,0.0,3.0
1177.0,39.233333333333334,0.0,3.0
1178.0,39.266666666666666,0.0,4.0
1209.0,40.3,0.0,3.0
1211.0,40.36666666666667,0.0,3.0
1212.0,40.4,0.0,3.0
1213.0,40.43333333333333,0.0,3.0
1214.0,40.46666666666667,0.0,3.0
1215.0,40.5,0.0,3.0
1216.0,40.53333333333333,0.0,3.0
1217.0,40.56666666666666,0.0,3.0
1218.0,40.6,0.0,3.0
1219.0,40.63333333333333,0.0,3.0
1220.0,40.666666666666664,0.0,3.0
1222.0,40.733333333333334,0.0,3.0
1223.0,40.766666666666666,0.0,3.0
1224.0,40.8,0.0,3.0
1225.0,40.833333333333336,0.0,3.0
1226.0,40.86666666666667,0.0,3.0
1227.0,40.9,0.0,3.0
1228.0,40.93333333333333,0.0,3.0
1229.0,40.96666666666667,0.0,3.0
1230.0,41.0,0.0,3.0
1231.0,41.03333333333333,0.0,3.0
1232.0,41.06666666666666,0.0,3.0
1233.0,41.1,0.0,3.0
1234.0,41.13333333333333,0.0,3.0
1235.0,41.166666666666664,0.0,3.0
1236.0,41.2,0.0,3.0
1237.0,41.233333333333334,0.0,3.0
1238.0,41.266666666666666,0.0,3.0
1239.0,41.3,0.0,3.0
1240.0,41.333333333333336,0.0,3.0
1241.0,41.36666666666667,0.0,3.0
1242.0,41.4,0.0,3.0
1243.0,41.43333333333333,0.0,3.0
1244.0,41.46666666666667,0.0,3.0
1245.0,41.5,0.0,3.0
1246.0,41.53333333333333,0.0,3.0
1247.0,41.56666666666666,0.0,3.0
1248.0,41.6,0.0,3.0
1249.0,41.63333333333333,0.0,3.0
1250.0,41.666666666666664,0.0,3.0
1251.0,41.7,0.0,3.0
1252.0,41.733333333333334,0.0,3.0
1253.0,41.766666666666666,0.0,3.0
1254.0,41.8,0.0,3.0
1255.0,41.833333333333336,0.0,3.0
1256.0,41.86666666666667,0.0,3.0
1257.0,41.9,0.0,3.0
1258.0,41.93333333333333,0.0,3.0
1259.0,41.96666666666667,0.0,3.0
1260.0,42.0,0.0,3.0
1261.0,42.03333333333333,0.0,3.0
1262.0,42.06666666666666,0.0,3.0
1263.0,42.1,0.0,3.0
1264.0,42.13333333333333,0.0,3.0
1265.0,42.166666666666664,0.0,3.0
1266.0,42.2,0.0,3.0
1267.0,42.233333333333334,0.0,3.0
1268.0,42.266666666666666,0.0,3.0
1269.0,42.3,0.0,3.0
1270.0,42.333333333333336,0.0,3.0
1271.0,42.36666666666667,0.0,3.0
1272.0,42.4,0.0,3.0
1273.0,42.43333333333333,0.0,3.0
1274.0,42.46666666666667,0.0,3.0
1275.0,42.5,0.0,3.0
1276.0,42.53333333333333,0.0,3.0
1277.0,42.56666666666666,0.0,3.0
1278.0,42.6,0.0,3.0
1279.0,42.63333333333333,0.0,3.0
1280.0,42.666666666666664,0.0,3.0
1281.0,42.7,0.0,3.0
1282.0,42.733333333333334,0.0,3.0
1283.0,42.766666666666666,0.0,3.0
1284.0,42.8,0.0,3.0
1285.0,42.833333333333336,0.0,3.0
1286.0,42.86666666666667,0.0,3.0
1287.0,42.9,0.0,3.0
1288.0,42.93333333333333,0.0,3.0
1289.0,42.96666666666667,0.0,3.0
1290.0,43.0,0.0,3.0
1291.0,43.03333333333333,0.0,3.0
1292.0,43.06666666666666,0.0,3.0
1295.0,43.166666666666664,0.0,3.0
1296.0,43.2,0.0,3.0
1297.0,43.233333333333334,0.0,3.0
1306.0,43.53333333333333,0.0,8.0
1312.0,43.733333333333334,0.0,8.0
1313.0,43.766666666666666,0.0,8.0
1314.0,43.8,0.0,8.0
1315.0,43.833333333333336,0.0,8.0
1369.0,45.63333333333333,0.0,3.0
1370.0,45.666666666666664,0.0,3.0
1371.0,45.7,0.0,3.0
1372.0,45.733333333333334,0.0,3.0
1373.0,45.766666666666666,0.0,3.0
1374.0,45.8,0.0,3.0
1375.0,45.833333333333336,0.0,3.0
1376.0,45.86666666666667,0.0,3.0
1377.0,45.9,0.0,3.0
1378.0,45.93333333333333,0.0,3.0
1379.0,45.96666666666667,0.0,3.0
1380.0,46.0,0.0,7.0
1381.0,46.03333333333333,0.0,7.0
1382.0,46.06666666666666,0.0,3.0
1383.0,46.1,0.0,3.0
1384.0,46.13333333333333,0.0,3.0
1385.0,46.166666666666664,0.0,3.0
1386.0,46.2,0.0,3.0
1387.0,46.233333333333334,0.0,3.0
1388.0,46.266666666666666,0.0,3.0
1389.0,46.3,0.0,3.0
1390.0,46.333333333333336,0.0,7.0
1391.0,46.36666666666667,0.0,7.0
1392.0,46.4,0.0,7.0
1393.0,46.43333333333333,0.0,7.0
1394.0,46.46666666666667,0.0,7.0
1395.0,46.5,0.0,3.0
1396.0,46.53333333333333,0.0,3.0
1398.0,46.6,0.0,3.0
1399.0,46.63333333333333,0.0,3.0
1400.0,46.666666666666664,0.0,3.0
1401.0,46.7,0.0,3.0
1667.0,55.56666666666666,0.0,3.0
1789.0,59.63333333333333,0.0,8.0
1790.0,59.666666666666664,0.0,8.0
1791.0,59.699999999999996,0.0,8.0
1792.0,59.733333333333334,0.0,8.0
1793.0,59.766666666666666,0.0,8.0
1794.0,59.8,0.0,8.0
1795.0,59.833333333333336,0.0,8.0
1797.0,59.9,0.0,8.0
1798.0,59.93333333333333,0.0,8.0
1799.0,59.96666666666667,0.0,8.0
1800.0,60.0,0.0,8.0
1801.0,60.03333333333333,0.0,8.0
1802.0,60.06666666666666,0.0,8.0
1803.0,60.1,0.0,8.0
1804.0,60.13333333333333,0.0,8.0
1805.0,60.166666666666664,0.0,8.0
1806.0,60.199999999999996,0.0,8.0
1807.0,60.233333333333334,0.0,8.0
1808.0,60.266666666666666,0.0,8.0
1809.0,60.3,0.0,8.0
1810.0,60.333333333333336,0.0,8.0
1811.0,60.36666666666667,0.0,8.0
1812.0,60.4,0.0,8.0
1813.0,60.43333333333333,0.0,8.0
1814.0,60.46666666666667,0.0,8.0
1815.0,60.5,0.0,8.0
1816.0,60.53333333333333,0.0,8.0
1817.0,60.56666666666666,0.0,8.0
1818.0,60.6,0.0,8.0
1819.0,60.63333333333333,0.0,8.0
1820.0,60.666666666666664,0.0,8.0
1821.0,60.699999999999996,0.0,8.0
1822.0,60.733333333333334,0.0,8.0
1823.0,60.766666666666666,0.0,8.0
1826.0,60.86666666666667,0.0,8.0
1827.0,60.9,0.0,8.0
1828.0,60.93333333333333,0.0,8.0
1829.0,60.96666666666667,0.0,8.0
1830.0,61.0,0.0,8.0
1837.0,61.233333333333334,0.0,8.0
1838.0,61.266666666666666,0.0,8.0
1839.0,61.3,0.0,8.0
1840.0,61.333333333333336,0.0,8.0
1841.0,61.36666666666667,0.0,8.0
